"","SEASON","DATE","HOME","HPTS","H2PM","H2PA","H3PM","H3PA","HFTM","HFTA","HORB","HDRB","HAST","HSTL","HTOV","HBLK","HPF","AWAY","APTS","A2PM","A2PA","A3PM","A3PA","AFTM","AFTA","AORB","ADRB","AAST","ASTL","ATOV","ABLK","APF"
"633","2014-15",20150121,"PHI",91,21,56,8,23,25,32,15,28,20,7,14,13,19,"NYK",98,30,71,7,20,17,20,18,34,26,6,11,6,22
"634","2014-15",20150121,"PHX",118,38,65,9,27,15,24,11,39,24,11,13,1,21,"POR",113,26,55,13,32,22,28,10,34,21,8,14,4,18
"635","2014-15",20150121,"SAC",100,34,66,5,18,17,24,10,32,22,5,14,2,19,"BKN",103,32,59,5,20,24,30,10,33,22,7,14,6,24
"636","2014-15",20150121,"WAS",103,31,70,7,30,20,26,13,45,23,8,9,3,20,"OKC",105,34,73,6,29,19,23,11,46,21,5,10,5,21
"637","2014-15",20150122,"CHI",104,30,57,6,19,26,32,8,38,19,7,10,8,16,"SAS",81,24,60,6,21,15,18,9,30,17,4,12,5,24
"638","2014-15",20150122,"LAC",123,38,58,11,25,14,21,9,39,41,8,14,9,17,"BKN",84,29,67,4,21,14,25,15,25,17,11,12,3,14
"639","2014-15",20150122,"MIL",99,37,79,5,13,10,12,15,25,26,11,12,5,25,"UTA",101,18,40,14,31,23,28,12,31,25,9,22,3,15
"640","2014-15",20150122,"POR",89,24,61,9,28,14,19,13,32,16,8,10,6,13,"BOS",90,32,68,7,19,5,7,10,37,23,8,16,5,19
"641","2014-15",20150123,"ATL",103,30,58,10,25,13,13,10,37,27,6,16,5,13,"OKC",93,26,61,10,26,11,18,9,27,23,11,11,7,16
"642","2014-15",20150123,"CLE",129,31,61,15,28,22,28,11,45,29,7,11,5,19,"CHA",90,34,73,2,16,16,24,12,30,27,6,11,5,22
"643","2014-15",20150123,"DAL",98,31,64,6,18,18,18,9,21,16,12,12,8,16,"CHI",102,29,62,9,16,17,20,15,32,22,8,21,5,18
"644","2014-15",20150123,"DEN",99,31,68,6,21,19,26,17,31,20,8,12,2,19,"BOS",100,28,54,9,21,17,27,8,33,20,8,14,6,24
"645","2014-15",20150123,"GSW",126,28,54,17,40,19,22,12,34,32,13,17,8,22,"SAC",101,30,65,4,17,29,34,11,32,19,12,19,3,17
"646","2014-15",20150123,"MIA",89,32,58,4,17,13,15,4,32,20,8,16,0,25,"IND",87,29,63,3,15,20,23,8,29,14,9,18,3,22
"647","2014-15",20150123,"MIN",84,33,75,2,9,12,17,9,29,27,3,13,4,18,"NOP",92,37,76,3,4,9,14,6,31,17,7,13,9,16
"648","2014-15",20150123,"NYK",113,33,66,10,25,17,21,12,37,29,6,14,4,18,"ORL",106,37,60,7,27,11,19,8,31,27,10,14,4,19
"649","2014-15",20150123,"PHI",86,22,52,9,29,15,18,15,33,21,9,18,6,19,"TOR",91,27,56,6,24,19,24,13,29,19,11,14,5,17
"650","2014-15",20150123,"PHX",111,32,61,10,30,17,24,13,31,21,4,12,6,23,"HOU",113,34,57,10,27,15,20,6,35,24,7,14,6,21
"651","2014-15",20150123,"SAS",99,29,60,7,24,20,27,12,40,19,5,10,4,16,"LAL",85,28,70,5,13,14,20,8,32,18,4,8,4,21
"652","2014-15",20150124,"CHA",76,23,69,2,7,24,37,10,31,9,7,9,13,19,"NYK",71,22,64,6,15,9,18,14,40,20,4,14,6,28
"653","2014-15",20150124,"MEM",101,31,65,6,14,21,25,9,38,24,10,18,7,20,"PHI",83,22,57,9,24,12,22,15,33,18,7,23,2,19
"654","2014-15",20150124,"MIL",101,30,64,11,17,8,10,9,36,33,6,20,6,21,"DET",86,25,61,6,25,18,25,16,30,14,11,19,2,14
"655","2014-15",20150124,"POR",103,22,56,13,31,20,20,8,36,22,8,12,1,14,"WAS",96,35,67,5,15,11,14,2,39,24,8,12,3,19
"656","2014-15",20150124,"UTA",108,29,50,13,29,11,14,6,37,23,9,15,5,13,"BKN",73,24,60,5,15,10,16,8,21,17,10,17,9,17
"657","2014-15",20150125,"ATL",112,35,52,10,28,12,18,8,21,30,8,10,5,20,"MIN",100,31,55,6,16,20,25,11,26,24,4,13,2,18
"658","2014-15",20150125,"CHI",84,24,63,7,24,15,19,14,29,15,5,9,10,16,"MIA",96,37,71,1,13,19,23,13,41,19,6,10,13,15
"659","2014-15",20150125,"CLE",108,20,46,16,36,20,29,11,37,17,5,11,8,14,"OKC",98,27,64,10,30,14,18,10,32,26,6,8,6,23
"660","2014-15",20150125,"DEN",115,29,72,12,29,21,28,14,31,26,7,9,3,24,"WAS",117,44,76,4,14,17,23,10,40,29,5,17,2,27
"661","2014-15",20150125,"GSW",114,34,66,8,23,22,25,9,38,29,9,13,3,20,"BOS",111,31,67,10,28,19,27,13,35,23,5,14,3,21
"662","2014-15",20150125,"LAL",87,33,66,1,13,18,25,13,40,20,4,21,2,18,"HOU",99,22,43,13,44,16,21,11,35,22,13,14,4,23
"663","2014-15",20150125,"NOP",109,32,62,8,17,21,25,11,29,27,9,9,3,25,"DAL",106,30,57,9,24,19,25,13,25,20,5,9,6,19
"664","2014-15",20150125,"ORL",99,32,61,6,17,17,23,3,30,22,7,12,5,21,"IND",106,35,63,8,20,12,18,9,38,27,8,14,5,23
"665","2014-15",20150125,"PHX",100,24,51,10,29,22,27,5,26,23,5,11,8,25,"LAC",120,33,64,10,23,24,36,14,36,28,7,11,5,20
"666","2014-15",20150125,"SAS",101,30,61,5,22,26,30,14,27,22,9,15,6,17,"MIL",95,31,65,8,17,9,13,13,29,29,12,17,5,26
"667","2014-15",20150125,"TOR",114,38,66,5,15,23,29,6,31,23,9,8,5,21,"DET",110,29,56,12,34,16,23,14,30,24,5,14,2,21
"668","2014-15",20150126,"LAC",102,31,61,7,19,19,22,10,35,25,10,13,8,17,"DEN",98,32,62,8,21,10,15,8,30,26,7,10,4,15
"669","2014-15",20150126,"MEM",103,29,58,7,18,24,26,7,32,25,11,15,6,17,"ORL",94,33,66,4,12,16,25,13,31,14,8,17,3,22
"670","2014-15",20150126,"NOP",99,32,70,7,16,14,19,17,35,28,10,11,11,17,"PHI",74,26,66,2,15,16,21,13,25,15,7,12,9,19
"671","2014-15",20150126,"OKC",92,32,66,4,20,16,24,14,38,17,9,15,11,23,"MIN",84,27,72,2,13,24,32,15,35,13,9,13,5,17
"672","2014-15",20150126,"UTA",90,26,58,9,24,11,19,10,29,18,9,14,10,23,"BOS",99,27,55,8,19,21,23,5,32,18,8,14,3,15
"673","2014-15",20150127,"DAL",90,31,52,7,26,7,10,8,27,20,8,16,3,20,"MEM",109,32,58,10,21,15,20,9,31,23,6,13,0,17
"674","2014-15",20150127,"DET",95,27,59,8,24,17,23,16,35,21,4,18,8,17,"CLE",103,30,59,9,34,16,17,13,34,19,9,9,4,20
"675","2014-15",20150127,"GSW",111,39,80,9,33,6,12,15,33,31,9,13,2,15,"CHI",113,34,69,8,29,21,23,19,42,19,6,21,6,18
"676","2014-15",20150127,"IND",91,27,64,7,18,16,23,11,32,22,4,14,3,22,"TOR",104,25,47,9,26,27,34,8,34,21,9,10,6,27
"677","2014-15",20150127,"LAL",92,32,67,5,20,13,16,8,30,17,9,11,4,19,"WAS",98,34,62,4,16,18,27,9,42,19,8,16,2,18
"678","2014-15",20150127,"MIA",102,31,55,7,20,19,26,5,28,20,5,12,1,23,"MIL",109,30,55,9,16,22,30,4,30,25,7,12,3,22
"679","2014-15",20150128,"ATL",113,26,49,12,33,25,26,12,33,29,4,11,4,18,"BKN",102,30,63,9,24,15,18,9,26,26,6,8,5,20
"680","2014-15",20150128,"CLE",99,19,48,15,37,16,18,14,32,16,3,8,1,15,"POR",94,25,49,10,31,14,17,11,28,18,5,8,5,20
"681","2014-15",20150128,"HOU",99,22,53,14,35,13,15,11,28,21,14,16,7,19,"DAL",94,25,57,10,25,14,16,10,36,16,10,23,7,16
"682","2014-15",20150128,"MIN",110,32,61,6,16,28,32,6,39,18,6,11,4,11,"BOS",98,35,68,7,23,7,9,9,30,22,9,13,4,22
"683","2014-15",20150128,"NOP",85,29,67,3,15,18,24,17,31,15,2,9,6,15,"DEN",93,29,68,10,17,5,7,8,31,30,4,8,7,22
"684","2014-15",20150128,"NYK",100,32,74,8,17,12,17,11,40,29,8,10,6,17,"OKC",92,29,63,5,22,19,22,10,37,10,7,13,7,22
"685","2014-15",20150128,"PHI",89,30,57,7,21,8,12,13,35,27,11,19,10,19,"DET",69,21,55,2,20,21,23,14,24,15,12,17,5,16
"686","2014-15",20150128,"PHX",106,29,59,11,29,15,18,7,34,23,10,9,2,16,"WAS",98,29,70,8,18,16,23,15,35,13,2,13,3,16
"687","2014-15",20150128,"SAS",95,25,54,10,29,15,18,10,39,23,7,14,8,14,"CHA",86,28,65,6,18,12,14,8,35,23,7,12,4,17
"688","2014-15",20150128,"TOR",119,26,50,17,34,16,19,11,28,29,12,16,4,24,"SAC",102,28,56,7,17,25,29,6,25,17,6,17,4,18
"689","2014-15",20150128,"UTA",89,30,57,5,24,14,20,16,31,17,2,9,6,18,"LAC",94,25,50,9,26,17,25,10,27,13,7,8,6,20
"690","2014-15",20150129,"IND",103,36,61,6,18,13,18,8,41,25,4,11,4,16,"NYK",82,29,65,5,16,9,13,6,27,22,3,10,6,18
"691","2014-15",20150129,"LAL",123,47,97,3,9,20,25,18,36,26,5,13,8,27,"CHI",118,37,79,6,25,26,32,17,32,26,9,11,6,21
"692","2014-15",20150129,"MEM",99,36,72,3,16,18,27,13,44,17,8,9,4,11,"DEN",69,27,61,2,26,9,10,10,37,19,6,16,5,19
"693","2014-15",20150129,"ORL",100,32,64,5,18,21,30,14,35,14,8,23,4,18,"MIL",115,33,62,12,25,13,18,7,31,29,16,15,8,24
"694","2014-15",20150130,"ATL",105,29,61,11,23,14,22,7,35,26,12,13,4,17,"POR",99,28,57,11,30,10,11,9,37,25,7,17,3,20
"695","2014-15",20150130,"BOS",87,25,66,7,24,16,23,14,34,14,8,11,5,23,"HOU",93,27,54,8,30,15,20,12,38,22,6,16,4,18
"696","2014-15",20150130,"BKN",122,45,82,4,19,20,26,14,36,19,7,7,4,20,"TOR",127,40,66,7,26,26,30,9,36,22,5,9,3,21
"697","2014-15",20150130,"CLE",101,27,49,11,31,14,22,7,37,22,11,17,5,24,"SAC",90,27,66,3,18,27,32,14,36,15,10,16,3,19
"698","2014-15",20150130,"MIA",72,20,59,9,29,5,10,17,35,18,6,16,3,17,"DAL",93,21,53,13,29,12,20,13,36,24,10,10,4,13
"699","2014-15",20150130,"NOP",108,23,61,13,25,23,26,14,37,26,5,8,3,15,"LAC",103,35,64,7,28,12,17,9,29,20,5,5,4,21
"700","2014-15",20150130,"PHI",103,29,51,8,23,21,25,7,27,27,13,14,9,16,"MIN",94,29,62,5,14,21,25,11,27,24,8,21,4,18
"701","2014-15",20150130,"PHX",99,33,68,6,22,15,17,11,39,16,7,13,5,21,"CHI",93,32,69,4,18,17,27,12,37,20,6,11,3,18
"702","2014-15",20150130,"UTA",110,33,69,9,25,17,28,17,38,21,10,11,6,20,"GSW",100,29,59,8,27,18,25,11,30,21,8,13,2,19
"703","2014-15",20150131,"ATL",91,24,50,10,28,13,18,8,36,20,6,12,5,16,"PHI",85,17,46,14,35,9,15,10,34,21,7,14,4,26
"704","2014-15",20150131,"DEN",86,28,68,5,24,15,20,8,36,21,2,12,8,19,"CHA",104,44,82,0,11,16,25,10,47,32,10,10,11,18
"705","2014-15",20150131,"DET",114,31,57,10,25,22,35,12,32,28,8,12,8,11,"HOU",101,28,55,11,32,12,19,11,28,23,10,13,3,29
"706","2014-15",20150131,"GSW",106,28,55,12,32,14,18,9,35,27,11,15,8,20,"PHX",87,24,65,9,26,12,17,15,37,22,10,20,5,17
"707","2014-15",20150131,"IND",94,28,55,5,25,23,25,9,31,22,8,14,5,22,"SAC",99,29,65,5,15,26,29,9,37,16,8,12,1,27
"708","2014-15",20150131,"MEM",85,31,80,3,11,14,17,20,34,22,11,11,5,18,"OKC",74,21,58,6,20,14,18,12,35,15,5,17,4,19
"709","2014-15",20150131,"MIL",95,29,61,8,21,13,14,9,41,22,12,17,8,19,"POR",88,24,58,9,31,13,18,11,33,19,11,16,3,15
"710","2014-15",20150131,"MIN",90,28,69,6,13,16,21,12,23,19,6,12,1,14,"CLE",106,32,55,10,32,12,19,18,34,16,8,13,6,19
"711","2014-15",20150131,"ORL",93,25,54,8,24,19,24,11,31,21,9,15,3,24,"DAL",108,31,53,11,21,13,22,3,33,26,9,12,4,20
"712","2014-15",20150131,"SAS",85,18,45,10,30,19,28,4,32,18,11,17,3,17,"LAC",105,32,69,8,22,17,18,16,40,20,12,15,7,23
"713","2014-15",20150131,"WAS",116,27,55,10,24,32,41,12,28,26,8,22,6,24,"TOR",120,33,62,11,26,21,30,6,28,26,7,13,8,29
"714","2014-15",20150201,"BOS",75,26,62,4,19,11,18,8,32,24,7,13,3,19,"MIA",83,28,56,4,21,15,21,10,36,18,7,16,9,18
"715","2014-15",20150201,"NYK",92,27,62,10,22,8,13,11,30,18,7,10,3,21,"LAL",80,20,60,7,16,19,23,10,36,15,7,14,3,15
"716","2014-15",20150202,"BKN",102,29,56,12,27,8,18,10,35,21,4,16,0,27,"LAC",100,34,66,8,23,8,25,15,37,23,6,12,1,22
"717","2014-15",20150202,"CLE",97,23,51,12,27,15,22,11,32,22,8,18,6,17,"PHI",84,19,45,12,33,10,14,11,26,23,16,21,7,22
"718","2014-15",20150202,"DAL",100,29,53,10,31,12,18,12,31,27,11,15,10,18,"MIN",94,31,69,3,13,23,26,16,31,18,10,15,2,22
"719","2014-15",20150202,"NOP",115,34,63,9,23,20,23,17,35,30,5,13,10,15,"ATL",100,33,67,7,22,13,17,9,23,19,6,6,3,15
"720","2014-15",20150202,"OKC",104,29,55,8,20,22,26,8,32,25,10,13,5,20,"ORL",97,32,67,6,23,15,18,14,30,23,5,13,1,21
"721","2014-15",20150202,"PHX",101,36,68,6,16,11,18,11,27,18,12,16,6,25,"MEM",102,33,72,3,11,27,34,16,30,19,12,14,4,17
"722","2014-15",20150202,"TOR",75,18,51,7,27,18,22,13,33,14,7,15,3,19,"MIL",82,26,64,7,16,9,17,7,37,24,8,12,6,18
"723","2014-15",20150202,"WAS",88,27,66,6,15,16,19,10,33,19,7,12,3,23,"CHA",92,33,64,4,15,14,19,6,36,21,6,11,3,18
"724","2014-15",20150203,"DET",108,33,68,9,20,15,18,14,31,27,7,6,5,17,"MIA",91,29,60,6,14,15,23,8,27,23,1,8,6,14
"725","2014-15",20150203,"NYK",97,34,63,7,20,8,11,12,23,22,7,13,2,18,"BOS",108,36,53,6,24,18,23,11,28,23,6,15,0,11
"726","2014-15",20150203,"PHI",105,20,43,11,27,32,42,7,42,26,10,20,9,22,"DEN",98,21,54,12,31,20,28,8,29,26,13,14,3,29
"727","2014-15",20150203,"POR",103,29,53,7,23,24,34,12,33,18,8,14,6,20,"UTA",102,33,72,6,13,18,26,14,27,18,8,10,4,23
"728","2014-15",20150203,"SAC",96,28,63,7,16,19,24,6,28,17,7,18,4,21,"GSW",121,36,68,10,23,19,26,14,35,33,13,11,5,23
"729","2014-15",20150204,"ATL",105,27,55,11,25,18,27,9,37,24,7,14,2,22,"WAS",96,30,61,4,16,24,30,5,36,19,7,12,2,24
"730","2014-15",20150204,"BOS",104,28,71,12,28,12,17,19,32,27,10,13,3,21,"DEN",100,29,56,4,24,30,33,14,34,18,9,15,6,19
"731","2014-15",20150204,"GSW",128,26,48,19,38,19,25,10,36,29,5,13,5,22,"DAL",114,31,68,10,30,22,28,14,28,24,8,8,1,19
"732","2014-15",20150204,"HOU",101,30,65,8,27,17,23,11,36,18,6,6,8,19,"CHI",90,23,64,8,25,20,26,18,42,16,3,12,5,17
"733","2014-15",20150204,"IND",114,34,56,12,21,10,18,8,29,28,5,11,4,15,"DET",109,31,63,12,24,11,15,12,23,23,7,10,2,18
"734","2014-15",20150204,"MIL",113,30,56,11,26,20,22,5,30,25,10,11,7,22,"LAL",105,30,65,9,28,18,25,18,35,22,3,16,2,25
"735","2014-15",20150204,"MIN",102,31,61,6,11,22,27,3,29,27,10,14,3,24,"MIA",101,32,64,7,16,16,24,15,32,18,11,18,3,23
"736","2014-15",20150204,"NOP",91,30,72,7,25,10,13,19,29,23,7,10,3,14,"OKC",102,40,70,5,15,7,11,12,36,21,3,14,11,20
"737","2014-15",20150204,"SAS",110,30,52,14,32,8,14,6,35,32,7,11,4,12,"ORL",103,32,63,10,21,9,14,5,34,27,6,12,1,16
"738","2014-15",20150204,"TOR",93,25,46,10,33,13,18,9,29,22,3,9,4,16,"BKN",109,31,62,9,19,20,23,10,29,24,7,8,1,17
"739","2014-15",20150204,"UTA",90,26,50,7,23,17,26,9,31,15,6,12,3,19,"MEM",100,32,67,6,13,18,22,11,27,26,7,9,4,21
"740","2014-15",20150205,"CHA",94,27,51,6,25,22,27,12,38,15,5,14,15,19,"WAS",87,30,74,5,10,12,17,9,28,20,2,12,5,26
"741","2014-15",20150205,"CLE",105,23,42,8,30,35,44,14,38,23,10,18,4,21,"LAC",94,33,69,5,22,13,20,14,29,24,9,12,1,29
"742","2014-15",20150205,"POR",108,32,59,8,31,20,23,13,44,21,7,14,7,14,"PHX",87,28,65,6,23,13,17,11,31,20,11,16,2,21
"743","2014-15",20150205,"SAC",78,26,58,3,21,17,22,7,42,13,5,17,8,18,"DAL",101,29,62,12,34,7,10,8,40,25,9,9,7,19
"744","2014-15",20150206,"ATL",124,23,50,15,27,33,37,4,34,28,13,13,4,19,"GSW",116,35,70,12,33,10,15,19,32,31,7,14,7,24
"745","2014-15",20150206,"BOS",107,29,59,10,27,19,25,11,42,27,8,10,4,24,"PHI",96,24,54,11,25,15,31,11,33,22,6,17,3,19
"746","2014-15",20150206,"BKN",92,34,63,3,11,15,22,10,37,23,1,14,10,19,"NYK",88,28,65,6,24,14,17,13,27,23,8,5,3,22
"747","2014-15",20150206,"DET",98,33,58,4,24,20,26,11,40,23,4,16,4,16,"DEN",88,28,63,5,22,17,22,11,32,22,7,13,5,24
"748","2014-15",20150206,"HOU",117,26,49,15,32,20,29,10,32,32,11,17,5,17,"MIL",111,44,78,4,17,11,15,11,30,29,10,13,3,23
"749","2014-15",20150206,"IND",103,29,58,8,21,21,26,9,32,26,9,8,2,14,"CLE",99,29,54,11,35,8,12,15,28,18,6,15,3,20
"750","2014-15",20150206,"MIN",90,30,64,5,17,15,17,12,31,17,8,16,1,21,"MEM",89,34,57,2,12,15,20,2,28,19,11,18,5,19
"751","2014-15",20150206,"OKC",113,32,65,8,24,25,28,10,30,19,11,13,8,23,"NOP",116,29,63,11,20,25,30,11,35,26,5,17,5,22
"752","2014-15",20150206,"ORL",103,38,68,5,15,12,14,10,38,26,9,18,6,13,"LAL",97,28,71,11,26,8,13,15,28,27,12,14,8,13
"753","2014-15",20150206,"PHX",100,24,57,14,27,10,14,10,34,20,10,11,5,16,"UTA",93,30,60,7,20,12,18,6,37,23,8,14,4,16
"754","2014-15",20150206,"SAS",98,29,54,11,29,7,9,14,29,31,12,16,4,18,"MIA",85,31,64,5,16,8,9,10,27,23,7,16,3,10
"755","2014-15",20150206,"TOR",123,27,45,13,30,30,37,10,32,25,7,11,1,19,"LAC",107,32,55,6,23,25,31,7,23,21,8,8,4,21
"756","2014-15",20150207,"DAL",111,29,69,14,36,11,16,20,35,21,11,15,7,20,"POR",101,27,57,10,32,17,24,17,41,24,11,22,4,21
"757","2014-15",20150207,"MIL",96,29,55,8,20,14,19,6,34,21,6,12,6,20,"BOS",93,29,57,7,29,14,20,11,33,20,7,11,1,19
"758","2014-15",20150207,"NOP",72,28,69,4,17,4,7,12,26,16,8,11,6,13,"CHI",107,33,62,10,22,11,13,8,37,18,6,11,4,7
"759","2014-15",20150207,"NYK",92,27,69,8,18,14,17,15,29,23,7,13,1,20,"GSW",106,25,56,12,25,20,24,12,36,21,8,14,5,19
"760","2014-15",20150207,"PHI",89,20,51,9,23,22,30,5,42,19,6,15,5,22,"CHA",81,23,61,6,23,17,20,5,38,24,9,12,5,20
"761","2014-15",20150207,"UTA",102,38,67,5,19,11,17,14,29,21,6,9,6,28,"SAC",90,29,69,3,13,23,33,14,26,15,3,12,5,19
"762","2014-15",20150207,"WAS",114,35,67,9,20,17,23,16,35,31,9,14,3,24,"BKN",77,22,59,4,18,21,31,13,25,17,8,15,4,20
"763","2014-15",20150208,"CHA",102,28,63,8,14,22,28,4,31,24,5,10,4,23,"IND",103,30,65,7,19,22,25,8,32,19,4,12,2,25
"764","2014-15",20150208,"CLE",120,27,49,18,33,12,20,6,40,31,6,14,7,15,"LAL",105,34,77,7,23,16,19,19,27,22,11,7,5,18
"765","2014-15",20150208,"DET",101,27,48,10,31,17,22,12,23,18,8,15,4,25,"MIN",112,34,64,5,12,29,34,9,31,26,6,15,1,20
"766","2014-15",20150208,"HOU",98,18,47,13,35,23,34,15,25,24,7,11,1,24,"POR",109,31,47,9,29,20,23,4,35,20,8,11,5,19
"767","2014-15",20150208,"MEM",94,33,79,3,13,19,21,17,38,18,8,11,4,12,"ATL",88,21,50,12,30,10,11,3,34,17,6,14,5,16
"768","2014-15",20150208,"OKC",131,38,68,8,20,31,38,16,38,26,8,11,6,21,"LAC",108,30,58,12,32,12,17,8,21,28,9,13,2,26
"769","2014-15",20150208,"ORL",97,30,58,9,25,10,13,13,32,21,9,16,4,21,"CHI",98,29,55,8,22,16,18,7,28,27,11,15,1,11
"770","2014-15",20150208,"SAC",85,30,63,4,12,13,21,4,39,20,1,15,5,17,"PHX",83,28,63,5,28,12,17,11,32,17,9,10,4,25
"771","2014-15",20150208,"TOR",87,28,61,4,13,19,24,6,42,18,11,14,7,15,"SAS",82,24,65,7,28,13,16,20,32,23,10,14,6,18
"772","2014-15",20150209,"DAL",98,23,47,10,34,22,30,14,33,19,2,12,3,26,"LAC",115,32,65,9,27,24,29,17,36,21,8,6,3,25
"773","2014-15",20150209,"DEN",114,33,59,9,28,21,29,12,26,20,7,10,4,25,"OKC",124,31,56,12,24,26,35,9,31,24,4,12,5,23
"774","2014-15",20150209,"IND",93,28,67,8,21,13,13,11,39,24,4,12,6,15,"SAS",95,31,64,6,25,15,17,8,34,18,8,7,7,13
"775","2014-15",20150209,"MIA",109,24,52,12,22,25,29,7,28,28,9,12,5,19,"NYK",95,29,64,7,20,16,19,11,24,22,8,13,8,22
"776","2014-15",20150209,"MIL",103,30,71,7,18,22,25,14,30,25,14,9,4,14,"BKN",97,29,51,9,25,12,19,8,30,25,3,15,8,17
"777","2014-15",20150209,"MIN",105,37,77,5,16,16,22,23,27,24,6,16,8,19,"ATL",117,34,65,10,21,19,20,10,26,26,14,10,6,21
"778","2014-15",20150209,"NOP",96,20,57,13,22,17,20,15,25,20,5,15,17,19,"UTA",100,30,72,9,21,13,19,21,26,23,11,10,9,17
"779","2014-15",20150209,"PHI",84,26,55,7,24,11,14,10,42,21,9,27,4,19,"GSW",89,27,56,7,29,14,19,6,34,26,15,14,5,14
"780","2014-15",20150209,"WAS",96,26,52,7,25,23,27,13,40,25,7,20,3,14,"ORL",80,29,61,4,22,10,15,8,25,18,13,11,6,24
"781","2014-15",20150210,"CHI",104,35,60,7,20,13,15,5,28,26,8,7,3,21,"SAC",86,33,63,2,12,14,27,13,32,23,3,13,3,15
"782","2014-15",20150210,"CHA",78,20,57,9,24,11,14,10,28,21,1,11,9,21,"DET",106,32,64,5,19,27,30,10,38,21,8,8,5,18
"783","2014-15",20150210,"LAL",96,31,67,6,18,16,27,14,29,23,3,10,2,24,"DEN",106,39,63,4,16,16,23,4,31,25,9,7,8,22
"784","2014-15",20150210,"MEM",95,30,62,6,19,17,25,12,33,24,14,12,9,19,"BKN",86,32,69,3,12,13,17,14,32,14,7,20,5,24
"785","2014-15",20150210,"PHX",118,29,61,12,26,24,30,13,26,18,9,14,5,18,"HOU",127,33,58,15,37,16,23,15,32,28,9,13,3,24
"786","2014-15",20150211,"BOS",89,20,62,10,31,19,20,16,40,21,7,10,4,23,"ATL",88,26,49,7,29,15,23,5,39,23,6,12,5,17
"787","2014-15",20150211,"CLE",113,34,53,10,25,15,19,10,33,32,9,15,3,19,"MIA",93,25,60,9,24,16,20,12,24,21,10,14,4,19
"788","2014-15",20150211,"DAL",87,18,47,10,28,21,26,7,31,18,11,11,3,21,"UTA",82,19,51,11,29,11,21,14,38,19,9,18,7,21
"789","2014-15",20150211,"DET",87,24,60,9,21,12,17,10,26,17,4,10,4,14,"SAS",104,32,61,10,27,10,11,14,31,26,8,10,6,16
"790","2014-15",20150211,"LAC",110,35,59,4,22,28,45,12,37,25,13,15,3,24,"HOU",95,25,42,9,45,18,22,14,27,26,6,17,6,33
"791","2014-15",20150211,"MIL",111,32,65,7,15,26,32,10,35,23,11,14,5,24,"SAC",103,28,62,8,22,23,30,16,32,24,7,18,5,23
"792","2014-15",20150211,"MIN",91,28,72,5,14,20,27,11,39,18,7,12,2,14,"GSW",94,33,63,7,27,7,9,10,39,26,7,15,6,18
"793","2014-15",20150211,"NOP",93,27,59,7,15,18,25,7,25,22,5,13,3,17,"IND",106,31,55,9,20,17,18,7,30,28,7,13,2,24
"794","2014-15",20150211,"OKC",105,30,63,7,20,24,25,11,38,24,7,13,9,23,"MEM",89,30,74,2,12,23,30,11,31,13,7,13,2,21
"795","2014-15",20150211,"ORL",89,27,56,4,11,23,28,7,37,13,6,16,9,26,"NYK",83,20,58,5,15,28,36,8,31,19,7,12,4,21
"796","2014-15",20150211,"POR",102,25,56,10,30,22,23,15,37,27,5,10,5,11,"LAL",86,27,77,7,16,11,11,14,34,17,4,10,5,23
"797","2014-15",20150211,"TOR",95,20,50,11,26,22,26,9,28,17,9,13,5,13,"WAS",93,34,64,5,21,10,16,15,35,25,7,16,6,15
"798","2014-15",20150212,"CHI",113,33,69,9,23,20,26,13,34,29,10,8,3,23,"CLE",98,29,54,8,31,16,22,10,33,20,5,16,3,23
"799","2014-15",20150219,"LAC",119,34,58,8,19,27,52,10,33,26,10,12,4,22,"SAS",115,33,56,10,28,19,23,5,33,34,6,16,2,32
"800","2014-15",20150219,"OKC",104,31,69,7,22,21,26,21,41,20,8,22,0,20,"DAL",89,24,64,9,27,14,17,14,25,16,14,17,3,20
"801","2014-15",20150220,"ATL",80,21,50,8,38,14,21,17,35,19,6,22,8,10,"TOR",105,30,66,13,30,6,8,15,37,27,15,13,9,20
"802","2014-15",20150220,"DAL",111,35,69,9,24,14,18,12,38,26,10,17,2,19,"HOU",100,24,50,12,37,16,26,14,33,20,8,21,9,22
"803","2014-15",20150220,"DET",100,32,62,6,22,18,33,11,31,19,12,10,1,23,"CHI",91,28,62,5,16,20,22,13,30,16,2,20,7,23
"804","2014-15",20150220,"GSW",110,24,51,17,33,11,18,7,33,29,10,12,5,18,"SAS",99,33,62,6,19,15,20,10,34,25,6,16,4,20
"805","2014-15",20150220,"LAL",105,37,66,4,23,19,29,14,32,22,10,10,4,18,"BKN",114,32,68,10,21,20,24,13,33,29,7,11,2,20
"806","2014-15",20150220,"MIL",89,28,63,5,15,18,22,7,39,22,6,16,5,21,"DEN",81,23,58,7,26,14,21,14,31,18,11,15,7,19
"807","2014-15",20150220,"MIN",111,36,71,4,15,27,38,17,34,24,7,14,7,28,"PHX",109,33,72,7,17,22,31,17,31,23,8,13,9,28
"808","2014-15",20150220,"NYK",87,29,64,6,18,11,16,7,25,28,10,20,6,26,"MIA",111,29,59,9,20,26,35,11,39,28,12,21,4,18
"809","2014-15",20150220,"ORL",95,40,70,4,18,3,6,9,33,22,4,9,3,21,"NOP",84,24,50,5,19,21,28,7,33,21,6,11,6,11
